ID	WORD	POS_TAG
4.0	gwim	VERB
5.0	mtɔ́	NOUN
6.0	(	PUNCT
7.0	dǝm	ADP
8.0	ŋkhǝ	NUM
9.0	)	PUNCT
10.0	da'	ADV
11.0	yǝ́	DET
12.0	Kamǝlûm	PROPN
13.0	á	DET
14.0	kǝ	AUX
15.0	pǝ̌	VERB
16.0	nǝ́	ADP
17.0	gu'	NOUN
18.0	2013	NUM
19.0	bǝ́	VERB
20.0	7977	NUM
21.0	%	SYM
22.0	Tɛ́mtɔ́tǝ́m	NOUN
23.0	bǝ́	VERB
24.0	nǝ́	INF
25.0	yô	VERB
26.0	mtɔ̌	NOUN
27.0	tǝ́m	VERB
28.0	nǝ́	INF
29.0	ŋkó	VERB
30.0	kǝ	CONJ
31.0	nǝ́	INF
32.0	ghɔ	VERB
33.0	tǝ́m	NOUN
34.0	fíŋ	VERB
35.0	mtɔ́	NOUN
36.0	lǝ̂	DET
37.0	.	PUNCT
1.0	nə̂	INF
2.0	lə́	VERB
3.0	mo	NOUN
4.0	fa'	NOUN
5.0	Orange	PROPN
6.0	cyə́tə	VERB
7.0	mgaə́kə́	SCONJ
8.0	?	PUNCT
1.0	tə̂	ADP
2.0	fə́	VERB
3.0	shə̂	ADJ
4.0	cwə	NOUN
5.0	,	PUNCT
6.0	,	PUNCT
7.0	wǎp	PRON
8.0	kwípnyə́	VERB
9.0	jyə́	VERB
10.0	nə̂lə̂mofa'	NOUN
11.0	.	PUNCT
1.0	wáp	PRON
2.0	tə́	PART
3.0	kwi'	ADV
4.0	wə́	AUX
5.0	cə́ŋ	VERB
6.0	pəjwǐ	NOUN
7.0	pyə̂	DET
8.0	wáp	PRON
9.0	ghə	VERB
10.0	po	NOUN
11.0	ǎ	DET
12.0	pə́	PART
13.0	.	PUNCT
1.0	wáp	PRON
2.0	ǎ	VERB
3.0	tyə́'ɔ	ADV
4.0	bə́	VERB
5.0	wə́	AUX
6.0	cə̂ŋ	VERB
7.0	mbǔ'	ADJ
8.0	pəjwǐ	NOUN
9.0	pyə̂	DET
10.0	mbɛ̂	NOUN
11.0	kǎ	PART
12.0	wúŋ	ADV
13.0	lɔ́m	VERB
14.0	wáp	PRON
15.0	.	PUNCT
1.0	pə̌	DET
2.0	cwə	NOUN
3.0	ó	DET
4.0	,	PUNCT
5.0	mjwǐ	NOUN
6.0	yó'	VERB
7.0	kə̀ŋ	NOUN
8.0	mətwà	NOUN
9.0	bíŋ	ADV
10.0	té	VERB
11.0	múnyə́	NOUN
12.0	pʉə	NOUN
13.0	.	PUNCT
1.0	ě	PRON
2.0	kê	AUX
3.0	jáp	VERB
4.0	yâ	DET
5.0	nə́	ADP
6.0	pǔ	NOUN
7.0	ê	DET
8.0	yə	DET
9.0	kwyàp	ADJ
10.0	bə́	VERB
11.0	wə́	AUX
12.0	pàp	VERB
13.0	ê	PRON
14.0	bvʉ́	NOUN
15.0	.	PUNCT
1.0	tâmbɛ̂	NOUN
2.0	nə́	ADP
3.0	yaə́	DET
4.0	tsʉ'	NOUN
5.0	té	VERB
6.0	ta'	DET
7.0	tunəvis	NOUN
8.0	ntʉ́m	ADP
9.0	pʉə	NOUN
10.0	.	PUNCT
1.0	pɔ	NOUN
2.0	pə̌	ADV
3.0	pəpʉə́ə́	NUM
4.0	kə̂	AUX
5.0	zhʉ̀	VERB
6.0	pǒtsə́	NOUN
7.0	tsyə́	DET
8.0	tə́	CONJ
9.0	wa'	VERB
10.0	ê	PRON
11.0	tsʉ'	ADV
12.0	yə̌	DET
13.0	pú	PRON
14.0	ké	VERB
15.0	gaə̂	SCONJ
16.0	Pharmacie	NOUN
17.0	Tongolo	PROPN
18.0	.	PUNCT
1.0	pə́	DET
2.0	tə̂	PART
3.0	cwɔ'	VERB
4.0	,	PUNCT
5.0	fəŋmətwa	NOUN
6.0	kə̂	ADV
7.0	ghɔ	VERB
8.0	dzə	ADP
9.0	pǔ	PRON
10.0	sɛ́ghɔm	VERB
11.0	tsyə́	DET
12.0	pá'	SCONJ
13.0	Alex	PROPN
14.0	ghɔm	VERB
15.0	áá	DET
16.0	.	PUNCT
1.0	dí	VERB
2.0	,	PUNCT
3.0	Alex	PROPN
4.0	Ngono	PROPN
5.0	pútə́	VERB
6.0	motəpúzhyə́	NOUN
7.0	ê	PRON
8.0	dyə̌kətú'	NOUN
9.0	6	NUM
10.0	.	PUNCT
1.0	Nə́	INF
2.0	nyaptə	VERB
3.0	mzhəŋ	NOUN
4.0	mtyɛ̀'	NOUN
5.0	nwə	NOUN
6.0	myə	DET
7.0	pû	PRON
8.0	gɔ	AUX
9.0	nə́	INF
10.0	ghə̂	VERB
11.0	Dôgùŋ	NOUN
12.0	pə́	VERB
13.0	sí	ADV
14.0	lə	DET
15.0	.	PUNCT
1.0	Nə	INF
2.0	ncî	VERB
3.0	nə́ŋ	ADV
4.0	ŋké	VERB
5.0	mghɔ	NOUN
6.0	Dôgùŋ	NOUN
7.0	.	PUNCT
1.0	Mghɛ	NOUN
2.0	Kê	NOUN
3.0	pə́pʉə́ə́	NUM
4.0	.	PUNCT
1.0	Mkwîpǔ	NOUN
2.0	Mghɛ	NOUN
3.0	Kê	NOUN
4.0	.	PUNCT
1.0	KAMKÉYWƏ́	NOUN
2.0	TSɄ'	NOUN
3.0	NƏ	ADP
4.0	CYÁ	NOUN
5.0	MCÙŊ	NOUN
6.0	DÔGÙŊ	NOUN
7.0	.	PUNCT
1.0	Â	PRON
2.0	bə	SCONJ
3.0	pú	PRON
4.0	yáp	VERB
5.0	nə	ADP
6.0	bǔ	NOUN
7.0	ta'	DET
8.0	Gɛ	NOUN
9.0	mntɔkɔ́	NOUN
10.0	nə́	ADP
11.0	mcyanyə	NOUN
12.0	,	PUNCT
13.0	cyə́	NOUN
14.0	mcyanyə̌	NOUN
15.0	Dôgǔŋ	NOUN
16.0	gɔ	AUX
17.0	pə́	AUX
18.0	Lé	VERB
19.0	nwə	NOUN
20.0	nə̂	AUX
21.0	gùŋ	ADJ
22.0	mcyanyə	NOUN
23.0	myə	DET
24.0	Dôgùŋ	NOUN
25.0	há	VERB
26.0	bí	ADP
27.0	í	PRON
28.0	lə	DET
29.0	.	PUNCT
1.0	Də́	VERB
2.0	nwə	NOUN
3.0	nə́	ADP
4.0	sô	NOUN
5.0	fà'	NOUN
6.0	Dôguŋ	NOUN
7.0	nə́ŋ	ADV
8.0	bə́	VERB
9.0	cwə́	VERB
10.0	.	PUNCT
1.0	Dé	VERB
2.0	nwə	NOUN
3.0	nə̂	ADP
4.0	bvəvə	ADJ
5.0	,	PUNCT
6.0	twɔ'mcuŋ	NOUN
7.0	gə́	CONJ
8.0	yûʼjɔ́	NOUN
9.0	pyə	DET
10.0	â	PRON
11.0	fa'	VERB
12.0	pú	ADP
13.0	dyə̂	NOUN
14.0	fa'	NOUN
15.0	Dwɔ' Càm	NOUN
16.0	gwyə̂	ADJ
17.0	Nəmo	NOUN
18.0	gùŋ	NOUN
19.0	lə	DET
20.0	.	PUNCT
1.0	Â	PRON
2.0	bə	SCONJ
3.0	pú	PRON
4.0	yáp	VERB
5.0	nə	ADP
6.0	bǔ	NOUN
7.0	ta'	DET
8.0	tâdyə̂	NOUN
9.0	fà'	NOUN
10.0	,	PUNCT
11.0	bə	SCONJ
12.0	ě	PRON
13.0	ghə	VERB
14.0	ta'	DET
15.0	kwípǔ	NOUN
16.0	é	PRON
17.0	cwə́	VERB
18.0	kwítə́	VERB
19.0	é	PRON
20.0	ntʉ́m	ADP
21.0	mfa'	NOUN
22.0	cam	NOUN
23.0	Dôgùŋ	NOUN
24.0	Pə̂	PRON
25.0	gɔ	AUX
26.0	ghə	VERB
27.0	mtsʉʼfaʼ	NOUN
28.0	gwyə́	ADJ
29.0	myə	DET
30.0	á	PRON
31.0	kuʼnyə	VERB
32.0	nə́	ADP
33.0	guŋ	NOUN
34.0	yɔ́kpə	DET
35.0	lə	DET
36.0	.	PUNCT
1.0	Tsʉ̌ʼcáʼ	NOUN
2.0	mɔ̂k	NOUN
3.0	ŋkyəʼkyəʼ	ADJ
4.0	gə́	CONJ
5.0	mtsʉʼfaʼ	NOUN
6.0	gwyə́	ADJ
7.0	tsám	VERB
8.0	bə́	VERB
9.0	à	PART
10.0	taʼywə́	ADJ
11.0	bə́	VERB
12.0	nə́	ADP
13.0	pótsə́	NOUN
14.0	tsyə	DET
15.0	â	PRON
16.0	shə́ŋ	VERB
17.0	bî	ADP
18.0	guŋ	NOUN
19.0	yə	DET
20.0	á	PRON
21.0	wə́	AUX
22.0	sé	VERB
23.0	lə	DET
24.0	.	PUNCT
1.0	Yəŋ	DET
2.0	nə́sâʼ	NOUN
3.0	kə	AUX
4.0	nǎʼ	ADV
5.0	gɔdzə	VERB
6.0	nə́	ADP
7.0	mtâm	NOUN
8.0	mɔ	DET
9.0	tɔ	NOUN
10.0	pə	PRON
11.0	yɔ́	VERB
12.0	.	PUNCT
1.0	Â	PRON
2.0	gɔ	AUX
3.0	kwítə́	VERB
4.0	nə́	ADP
5.0	kwínyə	VERB
6.0	ba	CONJ
7.0	nə́	INF
8.0	tə̂m	VERB
9.0	ntʉ́m	ADP
10.0	fám	NOUN
11.0	tə	ADV
12.0	tʉɔnyə	VERB
13.0	nə́	INF
14.0	sʉmtə	VERB
15.0	ntamtə	NOUN
16.0	.	PUNCT
1.0	Pó	PRON
2.0	hə́ŋ	VERB
3.0	gaə́	SCONJ
4.0	pə̂	DET
5.0	sím	VERB
6.0	ŋkáp	NOUN
7.0	nə́	AUX
8.0	mfaʼ	NOUN
9.0	nəsé	NOUN
10.0	mɔ	DET
11.0	m	PART
12.0	gaə̂kə́lə́	SCONJ
13.0	?	PUNCT
1.0	Â	PRON
2.0	shə́	ADJ
3.0	nə́	ADP
4.0	lə	VERB
5.0	pəghə	NOUN
6.0	mtsʉʼfaʼ	NOUN
7.0	pəlâʼ	NOUN
8.0	ba	CONJ
9.0	pətə́m	NOUN
10.0	.	PUNCT
1.0	Pú	PRON
2.0	tíŋtə	VERB
3.0	mfaʼbappap	NOUN
4.0	máp	DET
5.0	tə	CONJ
6.0	jɔ́	VERB
7.0	gaə́	SCONJ
8.0	á	PRON
9.0	puŋ	ADJ
10.0	bə	SCONJ
11.0	pú	PRON
12.0	gɔ	AUX
13.0	.	PUNCT
1.0	Pə̂	PRON
2.0	gɔ	AUX
3.0	piŋ	ADV
4.0	maʼbú	VERB
5.0	bí	ADP
6.0	mguŋ	NOUN
7.0	pyə	DET
8.0	pə	PRON
9.0	a	PART
10.0	pû	PRON
11.0	bə́	VERB
12.0	msó	NOUN
13.0	áá	DET
14.0	.	PUNCT
1.0	Á	PRON
2.0	g̀ɔ	AUX
3.0	nə́	ADP
4.0	mǐŋ	VERB
5.0	pə	PRON
6.0	nîŋ	VERB
7.0	yɔkpə	DET
8.0	ŋkâp	NOUN
9.0	mfaʼguŋ	NOUN
10.0	bíŋ	ADV
11.0	hwu	VERB
12.0	ŋkáp	NOUN
13.0	pʉə̌	NOUN
14.0	pɔ	NOUN
15.0	pɔ́kpə̀	DET
16.0	.	PUNCT
1.0	A	PRON
2.0	ka tə	ADV
3.0	zhwʉ́mnyə́	VERB
4.0	waə́	SCONJ
5.0	nə́	ADP
6.0	ntî	NOUN
7.0	páʼ	SCONJ
8.0	pə	PRON
9.0	kə	AUX
10.0	nə	ADP
11.0	hwú	VERB
12.0	ŋkâp	VERB
13.0	gwyə́	ADJ
14.0	á	DET
15.0	?	PUNCT
1.0	Nalóva	PROPN
2.0	Lyɔ́ŋga	PROPN
3.0	púa	ADP
4.0	ŋkâp	NOUN
5.0	25000	NUM
6.0	FCFA	PROPN
7.0	yə	DET
8.0	á	PRON
9.0	wə́	AUX
10.0	gɔ́mnwə̀	VERB
11.0	.	PUNCT
1.0	Mə́cwɔ̂ʼ	ADJ
2.0	Gɛlaʼtə	NOUN
3.0	Tá	NOUN
4.0	Bahebeck	PROPN
5.0	nə̂	ADP
6.0	Pierre	PROPN
7.0	Ŋ	PRON
8.0	ka	PART
9.0	zhyə́	VERB
10.0	é	PRON
11.0	â	PRON
12.0	bə́	VERB
13.0	taʼ	DET
14.0	fìŋgùŋ	ADJ
15.0	Nə́	INF
16.0	maʼnyə	VERB
17.0	púa	ADP
18.0	nyə̂dwɔ̀p	NOUN
19.0	:	PUNCT
20.0	pú	PRON
21.0	lə	VERB
22.0	á	PART
23.0	shu	NOUN
24.0	ntéŋ	VERB
25.0	Mbarge	PROPN
26.0	Nguele	PROPN
27.0	.	PUNCT
1.0	Pfə́	NOUN
2.0	Amobe	PROPN
3.0	Mevegue	PROPN
4.0	nə́	ADP
5.0	kɔdre	ADJ
6.0	fáshəm	NOUN
7.0	batə	NOUN
8.0	2	NUM
9.0	páʼ	SCONJ
10.0	á	PRON
11.0	nə̂	ADP
12.0	mzhəŋ	NOUN
13.0	nəntə́ŋmo	NOUN
14.0	áá	DET
15.0	.	PUNCT
1.0	Zhwə́	NOUN
2.0	msə́ŋwi	NOUN
3.0	ntʉ́m	ADP
4.0	NOZO	PROPN
5.0	:	PUNCT
6.0	Tibor	PROPN
7.0	Nagy	PROPN
8.0	wə́	AUX
9.0	(	PUNCT
10.0	)	PUNCT
11.0	gɔmnwə	VERB
12.0	bí	VERB
13.0	Paul	PROPN
14.0	Biyà	PROPN
15.0	.	PUNCT
1.0	Zhwə́	NOUN
2.0	msə́ŋwi	NOUN
3.0	ntʉ́m	ADP
4.0	NOZO	PROPN
5.0	:	PUNCT
6.0	Ǎ	PRON
7.0	yɛ́	VERB
8.0	taʼ	DET
9.0	ŋkâmsǐ	NOUN
10.0	tə	CONJ
11.0	e	PRON
12.0	ké	VERB
13.0	Paul	PROPN
14.0	Biyà	PROPN
15.0	gaə́	SCONJ
16.0	é	PRON
17.0	kwítə́	VERB
18.0	.	PUNCT
1.0	Dr	NOUN
2.0	Alaxendre	PROPN
3.0	Mbassǐ	PROPN
4.0	pfʉ́	VERB
5.0	pɔmnəŋ	NOUN
6.0	Səkú	NOUN
7.0	Cyəgwɛ̌	NOUN
8.0	pə́	VERB
9.0	sídyə̂	NOUN
10.0	vʉ̌	NOUN
11.0	.	PUNCT
1.0	Nə́	INF
2.0	tê	VERB
3.0	Paspɔ̂	NOUN
4.0	Kaməlûm	PROPN
5.0	:	PUNCT
6.0	Pəwǐm	NOUN
7.0	wə́	AUX
8.0	shɔ́m	VERB
9.0	.	PUNCT
1.0	Zhwə́	NOUN
2.0	msə́ŋwi	NOUN
3.0	ntʉ́m	ADP
4.0	NOZO	PROPN
5.0	:	PUNCT
6.0	Mcúʼtə	NOUN
7.0	ONG	PROPN
8.0	.	PUNCT
1.0	Kaməlûm-Mafyà	PROPN
2.0	Krǐbǐ	PROPN
3.0	wə́	AUX
4.0	jɛ́lúŋ	VERB
5.0	nə́	DET
6.0	Paul	PROPN
7.0	Biyà	PROPN
8.0	.	PUNCT
1.0	Wáp	PRON
2.0	lə	AUX
3.0	mɔ̌ktə́	VERB
4.0	gaə́	SCONJ
5.0	pə́	AUX
6.0	pə̂	VERB
7.0	bə	SCONJ
8.0	mo	NOUN
9.0	yəŋ	DET
10.0	yə	DET
11.0	pú	PRON
12.0	gɔm	VERB
13.0	á	DET
14.0	gə̂	VERB
15.0	muʼ	DET
16.0	nə́	ADP
17.0	mfə̂	NOUN
18.0	pyə́	DET
19.0	Gatsing	PROPN
20.0	André	PROPN
21.0	zhyə́	VERB
22.0	ywə́	NOUN
23.0	nə́	ADP
24.0	Pú	PRON
25.0	lə	VERB
26.0	wáp	PRON
27.0	gɔ́	AUX
28.0	wə̂	ADP
29.0	pɛcoʼ	NOUN
30.0	Tsíŋgá	PROPN
31.0	níŋ	VERB
32.0	wáp	PRON
33.0	dyə́	NOUN
34.0	tə́	ADP
35.0	pə́	AUX
36.0	nə	ADP
37.0	.	PUNCT
1.0	Pú	PRON
2.0	kô	VERB
3.0	taʼ	DET
4.0	cúʼtə	NOUN
5.0	tuŋdyə́	NOUN
6.0	nə́	INF
7.0	nté	VERB
8.0	wáp	PRON
9.0	.	PUNCT
1.0	Tyə̂ʼ	NOUN
2.0	ntɔkɔ́	NUM
3.0	cyə	VERB
4.0	pâʼ	SCONJ
5.0	mwə	NOUN
6.0	gə	VERB
7.0	á	DET
8.0	Fankemg	PROPN
9.0	ghɔ̂	VERB
10.0	wə̂	ADP
11.0	shyədzə	NOUN
12.0	e	DET
13.0	yə	DET
14.0	mjwǐ	NOUN
15.0	nə́	ADP
16.0	lak	VERB
17.0	tsə̂	NOUN
18.0	tsyə́	DET
19.0	tə́	CONJ
20.0	nə	ADP
21.0	ghɔ	VERB
22.0	.	PUNCT
1.0	N	PRON
2.0	də	AUX
3.0	ŋwák	VERB
4.0	jɔ́	VERB
5.0	dhə̂	NOUN
6.0	fə́	VERB
7.0	a	DET
8.0	yə	DET
9.0	mjwǐ	NOUN
10.0	dyə̂cwə̂	NOUN
11.0	dǒ é	ADJ
12.0	.	PUNCT
1.0	N	PRON
2.0	də	AUX
3.0	sǐŋ	VERB
4.0	é	PRON
5.0	mə	DET
6.0	ntə́mdyə́	NOUN
7.0	.	PUNCT
1.0	Shyə̂	NOUN
2.0	a	DET
3.0	lə	AUX
4.0	ŋwǎkə́	VERB
5.0	ŋ	PRON
6.0	kó	VERB
7.0	twɔ̂ʼdyə̌	NOUN
8.0	bú	VERB
9.0	mdzə̂	NOUN
10.0	mə̌	DET
11.0	níŋ	VERB
12.0	.	PUNCT
1.0	E	PRON
2.0	tóʼ	VERB
3.0	nə́	INF
4.0	maʼnyə	VERB
5.0	á	PRON
6.0	lə́	ADV
7.0	shwɔ́	VERB
8.0	.	PUNCT
1.0	Mo	PRON
2.0	yə	DET
3.0	pú	PRON
4.0	lə̂	AUX
5.0	bə́	AUX
6.0	wə́	AUX
7.0	ŋkə́m	VERB
8.0	é	PRON
9.0	nwə	NOUN
10.0	á	DET
11.0	lə̂	AUX
12.0	gɔm	VERB
13.0	gaə́	SCONJ
14.0	e	PRON
15.0	lə̂	AUX
16.0	nté	VERB
17.0	múnyə́	NOUN
18.0	ntʉ́m	ADP
19.0	dzə̂	NOUN
20.0	e	DET
21.0	bə́	VERB
22.0	gɔ́	AUX
23.0	nə	ADP
24.0	hɛtə	VERB
25.0	.	PUNCT
1.0	E	PRON
2.0	lə̂	AUX
3.0	bə́	AUX
4.0	shwé	VERB
5.0	tə́	CONJ
6.0	mghɛdhədyə̌	NOUN
7.0	yúʼ	VERB
8.0	.	PUNCT
1.0	pə	DET
2.0	zhwə̀	VERB
3.0	e	PRON
4.0	jə	VERB
5.0	pə́	AUX
6.0	thə́	ADV
7.0	ká	VERB
8.0	pá'	SCONJ
9.0	e	PRON
10.0	kwi'	VERB
11.0	lə	DET
12.0	.	PUNCT
1.0	Mkətú'	NOUN
2.0	ghə	VERB
3.0	və̀ŋ	ADJ
4.0	mbɔ́kbɔ́k	ADJ
5.0	tsə́	NOUN
6.0	nə́	ADP
7.0	mɔ	DET
8.0	mjʉɔjʉm	ADJ
9.0	mgù'	NOUN
10.0	.	PUNCT
1.0	Pú	PRON
2.0	fíŋ	VERB
3.0	nə	INF
4.0	kámtə̀	VERB
5.0	ba	ADV
6.0	kətú'pɛco'	NOUN
7.0	yə	DET
8.0	e	PRON
9.0	kə	AUX
10.0	zhwə́	VERB
11.0	jwí	NOUN
12.0	e	DET
13.0	nə	ADP
14.0	yə	DET
15.0	kə	AUX
16.0	cyə́	VERB
17.0	á	DET
18.0	Etudi	PROPN
19.0	yə	DET
20.0	kətú' pɛco'	NOUN
21.0	yə	DET
22.0	é	PRON
23.0	kə	AUX
24.0	zhwə́	VERB
25.0	mʉ̀kʉ̂səm	NOUN
26.0	Puma	PROPN
27.0	lə	DET
28.0	.	PUNCT
1.0	Pə	PRON
2.0	kwa	VERB
3.0	sʉsʉɔ̀	ADJ
4.0	dzə́	NOUN
5.0	sə́sə́	ADJ
6.0	bó	AUX
7.0	jó	VERB
8.0	gaə̂	SCONJ
9.0	mpàptə	VERB
10.0	Ŋwâlǎ'	NOUN
11.0	Paul	PROPN
12.0	Atanga	PROPN
13.0	Nji	PROPN
14.0	bə́	VERB
15.0	pə̂	ADV
16.0	pəlɛ̀	NOUN
17.0	.	PUNCT
1.0	Ntwɔ̂kshɛ	NOUN
2.0	ghɔm	VERB
3.0	kwí'	ADV
4.0	gɔm	VERB
5.0	gaə́	SCONJ
6.0	Ŋwâlǎ'	NOUN
7.0	ka	ADV
8.0	nə̂	INF
9.0	ghɔm	VERB
10.0	ntʉ́m	ADP
11.0	ŋkʉɔbvəvə	NOUN
12.0	bə	SCONJ
13.0	ě	PRON
14.0	cəŋtə	ADV
15.0	dé	VERB
16.0	mzhəŋ	NOUN
17.0	myə	DET
18.0	.	PUNCT
1.0	Ě	PRON
2.0	yɔ̂	VERB
3.0	gaə̂	SCONJ
4.0	Nji	PROPN
5.0	tʉ́	VERB
6.0	mnyə́	NOUN
7.0	nə́	ADP
8.0	pəlá'	NOUN
9.0	e	PRON
10.0	lə	ADV
11.0	dəŋ	NOUN
12.0	mnə̀cwə̀puŋ	NOUN
13.0	púa	ADP
14.0	mzhʉ̌m	NOUN
15.0	myə	DET
16.0	mkətû'	NOUN
17.0	lə	DET
18.0	.	PUNCT
1.0	Ê	PRON
2.0	sɛ́	VERB
3.0	pə	DET
4.0	nə́	INF
5.0	swɔ̀p	VERB
6.0	pɔ̀	NOUN
7.0	púa	ADP
8.0	nə́	INF
9.0	ghəm	VERB
10.0	mtwɔ̂kshɛ	NOUN
11.0	dɔ́k	VERB
12.0	wáp	PRON
13.0	tə	ADP
14.0	cùŋ	NOUN
15.0	.	PUNCT
1.0	bə́	VERB
2.0	cúm	VERB
3.0	ké ywə́	NOUN
4.0	yə̌ŋ	DET
5.0	dáktə́	VERB
6.0	gɔm	VERB
7.0	guŋ	ADJ
8.0	mzhʉ́m	NOUN
9.0	myə	DET
10.0	mkətû'	NOUN
11.0	gə	VERB
12.0	nə́	ADP
13.0	pəlá'	NOUN
14.0	lə	DET
15.0	.	PUNCT
1.0	wwwcamerounwebcom	PROPN
2.0	sîsǐ	ADV
3.0	pó'o	SCONJ
4.0	bə́	VERB
5.0	wə́	AUX
6.0	bhə́	VERB
7.0	wɔ́	PRON
8.0	guŋ	ADJ
9.0	ŋkéywə́	NOUN
10.0	bɔ́ɔ	DET
11.0	awɛ́	ADJ
12.0	.	PUNCT
1.0	Tá	NOUN
2.0	Ŋwâlǎ'	NOUN
3.0	,	PUNCT
4.0	gaə̂	PRON
5.0	lə	VERB
6.0	kwa'	ADV
7.0	tʉ̂m	NOUN
8.0	tsaə̂	DET
9.0	jú'	VERB
10.0	khʉɔ	NOUN
11.0	yə	DET
12.0	o	PRON
13.0	kə	AUX
14.0	cya	VERB
15.0	bí	ADP
16.0	pə	DET
17.0	və mcuŋ	NOUN
18.0	tyə̂'	NOUN
19.0	10	NUM
20.0	nə	ADP
21.0	shwâgəfə	NOUN
22.0	2021	NUM
23.0	.	PUNCT
1.0	pǒ	PRON
2.0	gɔ	AUX
3.0	pə́mtə́	VERB
4.0	gʉ̌'	NOUN
5.0	yɔ̂	DET
6.0	wɛ́	ADJ
7.0	pua	ADP
8.0	pɔ	NOUN
9.0	jyəŋká'	NOUN
10.0	.	PUNCT
1.0	pô	NOUN
2.0	yá'	VERB
3.0	nə́	ADP
4.0	pú'	VERB
5.0	mnə̀	NOUN
6.0	mɔ́	DET
7.0	nə́	ADP
8.0	yaə́	DET
9.0	thə́	NOUN
10.0	Biya	PROPN
11.0	.	PUNCT
1.0	pô	PRON
2.0	tə	Token
3.0	gɔ	AUX
4.0	pə́mtə́	VERB
5.0	púa	ADP
6.0	Biya	PROPN
7.0	.	PUNCT
1.0	pô	PRON
2.0	gɔ	AUX
3.0	tʉɔ̂ thə́	VERB
4.0	bî	ADP
5.0	Biya	PROPN
6.0	nə̂kə́lə́	CONJ
7.0	Frâŋsi	PROPN
8.0	pu	CONJ
9.0	Biya	PROPN
10.0	dé	VERB
11.0	á	PART
12.0	pɔ	NOUN
13.0	Sîsǐ	ADV
14.0	.	PUNCT
1.0	pəambazonyəŋ	NOUN
2.0	tə	ADV
3.0	bə́	VERB
4.0	mghɛ̌bò	NOUN
5.0	mɔ́	DET
6.0	pə́	PART
7.0	pá'	SCONJ
8.0	pú	PRON
9.0	və̀	VERB
10.0	ntʉ́m	ADP
11.0	ta'	DET
12.0	ŋwa'nyə	NOUN
13.0	yə̌	DET
14.0	wabo	PROPN
15.0	məkwɛt	PROPN
16.0	Michel	PROPN
17.0	Biem	PROPN
18.0	Tong	PROPN
19.0	cyǎnyə	VERB
20.0	aa	DET
21.0	.	PUNCT
1.0	tə́	CONJ
2.0	ě	PRON
3.0	wə́	AUX
4.0	dó	VERB
5.0	bǐ	ADP
6.0	msə̌ŋwi	NOUN
7.0	gaə̂	SCONJ
8.0	wáp	PRON
9.0	ghə	VERB
10.0	nə́	INF
11.0	saʼpɔ	VERB
12.0	mí	VERB
13.0	ntʉ́m	ADP
14.0	təŋláʼ	NOUN
15.0	bɔ́ɔ́	DET
16.0	.	PUNCT
1.0	guŋ	ADJ
2.0	lǎ'lǎ'	NOUN
3.0	Kaməlûm	PROPN
4.0	yɔ́	DET
5.0	nə̂	NOUN
6.0	é	DET
7.0	bî	ADP
8.0	pəsɔktʉ̌m	NOUN
9.0	Ambazonyəŋ	NOUN
10.0	.	PUNCT
1.0	mcǔŋ	NOUN
2.0	zhwə́pɔ	NOUN
3.0	dzə̂mtɔ̌	NOUN
4.0	2	NUM
5.0	dzʉ̂'bvʉ̀	NOUN
6.0	2021	NUM
7.0	.	PUNCT
1.0	mkəmla'	NOUN
2.0	nə̂	ADP
3.0	miŋ	VERB
4.0	gə̌m	VERB
5.0	ê	PRON
6.0	.	PUNCT
1.0	ywə́	NOUN
2.0	cyə́tə	VERB
3.0	yə	DET
4.0	pômwə	NOUN
5.0	pɔ́k	DET
6.0	məlámghəghʉɔ́	NOUN
7.0	""""	PUNCT
8.0	""""	PUNCT
9.0	cyə́	VERB
10.0	tyə̌'dzʉ́	NOUN
11.0	18	NUM
12.0	.	PUNCT
1.0	Tiŋ	NOUN
2.0	mgǎ	NOUN
3.0	myə	DET
4.0	ŋwâlâʼ	NOUN
5.0	byâpguŋ	NOUN
6.0	kə	AUX
7.0	ghɔm	VERB
8.0	ntʉ́m	ADP
9.0	ŋkʉɔbvəvə	NOUN
10.0	e	DET
11.0	á	DET
12.0	bə́	VERB
13.0	myə	DET
14.0	ntǐ	NOUN
15.0	myə	DET
16.0	pəmsə̌ŋwi	NOUN
17.0	ntʉɔ	ADJ
18.0	taʼ	NUM
19.0	g	NOUN
20.0	nê	SCONJ
21.0	gwim	VERB
22.0	áá	DET
23.0	.	PUNCT
1.0	Mgâ	NOUN
2.0	ntʉɔ	ADJ
3.0	mɔ̌	DET
4.0	ŋwak	VERB
5.0	bí	ADP
6.0	pəzhwə́pɔ	NOUN
7.0	mlaʼ	NOUN
8.0	mfʉm	NOUN
9.0	myə	DET
10.0	â	PRON
11.0	bə́	VERB
12.0	jyə	NOUN
13.0	dɛ́lta	PROPN
14.0	Nizhélya	PROPN
15.0	lə	DET
16.0	.	PUNCT
1.0	Tsʉʼ	NOUN
2.0	bə̂	VERB
3.0	mo	NOUN
4.0	ntʉ́	VERB
5.0	kwə	NOUN
6.0	é	DET
7.0	nə́	ADP
8.0	bə	SCONJ
9.0	á	PRON
10.0	cyə	VERB
11.0	Guŋ	NOUN
12.0	Nizhélya	PROPN
13.0	pəlóʼshu	NOUN
14.0	né	SCONJ
15.0	pə́	AUX
16.0	nə́	ADP
17.0	ba	ADV
18.0	wâp	PRON
19.0	yáp	DET
20.0	pə́	VERB
21.0	wə́	AUX
